iter	Passed	Remaining
614	414083	932529
615	414848	932063
616	415940	932327
617	416667	931769
618	417488	931424
619	418279	931009
620	418987	930408
621	419650	929707
622	420269	928910
623	421009	928379
624	421731	927809
625	422363	927040
626	422958	926191
627	423634	925519
628	424265	924751
629	424949	924095
630	425741	923676
631	426429	923030
632	427085	922315
633	427768	921659
634	428407	920908
635	429015	920089
636	429709	919456
637	430416	918852
638	431210	918430
639	431988	917976
640	432758	917503
641	433457	916877
642	434144	916227
643	434752	915411
644	435382	914641
645	436058	913967
646	436739	913305
647	437370	912538
648	438098	911973
649	438838	911434
650	439618	910975
651	440549	910829
652	441255	910215
653	441925	909529
654	442662	908978
655	443473	908579
656	444170	907945
657	444892	907363
658	445534	906618
659	446201	905923
660	446911	905315
661	447515	904495
662	448236	903910
663	449060	903532
664	449734	902850
665	450492	902337
666	451103	901530
667	451781	900856
668	452415	900097
669	453057	899353
670	453763	898736
671	454415	898011
672	455214	897577
673	455935	896988
674	456782	896646
675	457445	895944
676	458150	895322
677	458861	894712
678	459499	893960
679	460239	893405
680	461047	892982
681	461817	892485
682	462542	891900
683	463290	891359
684	464057	890855
685	464722	890154
686	465519	889705
687	466304	889230
688	467057	888696
689	467897	888327
690	468510	887526
691	469360	887173
692	470129	886664
693	470819	886009
694	471520	885373
695	472356	884990
696	473029	884300
697	473640	883494
698	474341	882858
699	475071	882276
700	475850	881782
701	476570	881180
702	477272	880543
703	477957	879875
704	478602	879135
705	479429	878726
706	480068	877975
707	480804	877400
708	481415	876596
709	482110	875947
710	482674	875060
711	483355	874384
712	483975	873600
713	484607	872835
714	485230	872057
715	485904	871371
716	486557	870645
717	487268	870025
718	487969	869387
719	488607	868636
720	489397	868153
721	490182	867664
722	490923	867093
723	491532	866292
724	492328	865818
725	493060	865232
726	493821	864696
727	494564	864129
728	495329	863598
729	496085	863053
730	496718	862292
731	497435	861678
732	498094	860963
733	498648	860067
734	499373	859465
735	500064	858806
736	500885	858368
737	501541	857649
738	502331	857158
739	503017	856489
740	503702	855817
741	504329	855048
742	505056	854449
743	505757	853805
744	506367	853007
745	507060	852350
746	507882	851910
747	508527	851171
748	509206	850489
749	509877	849795
750	510602	849190
751	511324	848581
752	511976	847854
753	512599	847081
754	513232	846323
755	513894	845615
756	514557	844907
757	515381	844463
758	516149	843927
759	516989	843509
760	517799	843040
761	518428	842275
762	519029	841467
763	519832	840985
764	520519	840315
765	521274	839756
766	521939	839049
767	522705	838506
768	523458	837941
769	524150	837279
770	524923	836745
771	525771	836331
772	526526	835767
773	527273	835190
774	527965	834525
775	528699	833927
776	529448	833353
777	530094	832615
778	530703	831821
779	531330	831055
780	531957	830289
781	532580	829518
782	533305	828905
783	533961	828184
784	534636	827495
785	535391	826928
786	536100	826289
787	536806	825646
788	537420	824861
789	538093	824167
790	538755	823457
791	539468	822826
792	540264	822319
793	541064	821818
794	541742	821131
795	542480	820536
796	543163	819857
797	543876	819223
798	544560	818545
799	545261	817892
800	545945	817214
801	546703	816647
802	547396	815982
803	548068	815285
804	548789	814662
805	549481	813996
806	550170	813325
807	550794	812557
808	551519	811939
809	552226	811296
810	553007	810760
811	553721	810124
812	554454	809516
813	555189	808912
814	555885	808250
815	556530	807514
816	557201	806817
817	557938	806214
818	558571	805461
819	559404	804997
820	560057	804272
821	560730	803577
822	561413	802896
823	562106	802230
824	562810	801579
825	563401	800766
826	564161	800195
827	564855	799529
828	565541	798852
829	566181	798111
830	566954	797557
831	567502	796686
832	568321	796195
833	569212	795805
834	569872	795092
835	570555	794409
836	571413	793970
837	572124	793328
838	572949	792842
839	573646	792178
840	574353	791529
841	575120	790960
842	575805	790280
843	576418	789501
844	577072	788778
845	577683	787998
846	578314	787245
847	579018	786591
848	579653	785843
849	580405	785254
850	581077	784557
851	581903	784066
852	582563	783353
853	583271	782703
854	583952	782017
855	584630	781328
856	585363	780711
857	586179	780205
858	586816	779461
859	587570	778872
860	588280	778224
861	588947	777519
862	589533	776708
863	590162	775953
