iter	MultiClass
0	1.043851562
1	0.9937423735
2	0.9476578621
3	0.9051060268
4	0.8656733631
5	0.8289949777
6	0.7947948909
7	0.7628244668
8	0.7328685516
9	0.7047327629
10	0.6782685392
11	0.6533297991
12	0.6297821181
13	0.6075327381
14	0.5864647197
15	0.5665027282
16	0.5475638641
17	0.529577691
18	0.5124797867
19	0.4962131696
20	0.4807164559
21	0.4659496218
22	0.4518636533
23	0.4384165427
24	0.4255768849
25	0.4133021143
26	0.4018223586
27	0.3908256758
28	0.3799513579
29	0.3698049045
30	0.3600725756
31	0.3507081783
32	0.3417742746
33	0.3331736731
34	0.3248466642
35	0.3168980345
36	0.3092449157
37	0.3018095548
38	0.2947163318
39	0.2878237847
40	0.2812067832
41	0.274859995
42	0.268718161
43	0.2627266555
44	0.2569895213
45	0.2516063058
46	0.2462047991
47	0.240969308
48	0.2359824994
49	0.2311037326
50	0.2259485677
51	0.2214053199
52	0.2170193607
53	0.2128682261
54	0.2087176494
55	0.2047655785
56	0.2010136099
57	0.1972599981
58	0.193593533
59	0.1900405351
60	0.1862433346
61	0.1829786706
62	0.1798322793
63	0.1767512246
64	0.1737813585
65	0.1708160807
66	0.1680654917
67	0.1653083767
68	0.162657025
69	0.160139974
70	0.1575859065
71	0.1548308222
72	0.1524226035
73	0.1500978578
74	0.1480576017
75	0.1459136285
76	0.1439970703
77	0.1419454055
78	0.1401247985
79	0.1379101718
80	0.136210643
81	0.1341139633
82	0.1325079365
83	0.1309194258
84	0.1293874473
85	0.1278941205
86	0.1260417132
87	0.1246371838
88	0.1232709263
89	0.1219477849
90	0.1206488948
91	0.119382239
92	0.1177912869
93	0.1165959744
94	0.1154371125
95	0.1143062143
96	0.1132113715
97	0.112011494
98	0.110633293
99	0.1096170557
100	0.1083331861
101	0.1073778289
102	0.1064618211
103	0.1055373419
104	0.1046607918
105	0.1038036877
106	0.1027106972
107	0.1016422991
108	0.1008674355
109	0.0999866769
110	0.09898023624
111	0.09800806052
112	0.09730781095
113	0.09662486824
114	0.09595181517
115	0.09529752604
116	0.09448638238
117	0.09377532862
118	0.0931609623
119	0.09235880146
120	0.09159194413
121	0.09095439608
122	0.09040464565
123	0.08968326823
124	0.08914595734
125	0.08862099299
126	0.08812826296
127	0.08763395957
128	0.08710786365
129	0.0864890408
130	0.08602789404
131	0.08558996776
132	0.08515731182
133	0.08475315445
134	0.08434410652
135	0.0837991614
136	0.0834015997
137	0.08301951575
138	0.08260010541
139	0.08219676959
140	0.08184263393
141	0.08146452598
142	0.08114574033
143	0.08069332062
144	0.08035678633
145	0.08006438337
146	0.07964679439
147	0.07935359313
148	0.07905096726
149	0.07876884921
150	0.07848388672
151	0.07817373512
152	0.07792289031
153	0.07765603299
154	0.07730578032
155	0.07707176959
156	0.07689422898
157	0.076628976
158	0.07638815259
159	0.07613280475
160	0.07598791698
161	0.07574312531
162	0.07559093657
163	0.07537718564
164	0.07517937748
165	0.07499314081
166	0.07484519934
167	0.07466689918
168	0.07446780444
169	0.07425945561
170	0.07414576358
171	0.07395951141
172	0.07372842262
173	0.07347560919
174	0.07329403057
175	0.07317892795
176	0.07308548022
177	0.0729758107
178	0.07274380735
179	0.07266539559
180	0.07250403026
181	0.07240972222
182	0.07231023686
183	0.07217389013
184	0.07208152747
185	0.07187839472
186	0.07174091642
187	0.07161890811
188	0.07141761998
189	0.07121995133
190	0.07109115358
191	0.07090810237
192	0.07082956659
193	0.07071360367
194	0.07063587395
195	0.07057342045
196	0.07052723524
197	0.07040735057
198	0.07032948909
199	0.07028180804
200	0.07012352741
201	0.07001333085
202	0.06989664714
203	0.0698101826
204	0.06972059462
205	0.06966204737
206	0.0696125527
207	0.06956863839
208	0.06949500868
209	0.06944642082
210	0.06935194227
211	0.06925968037
212	0.06913689701
213	0.06909936136
214	0.06903255208
215	0.06898611886
216	0.06892930773
217	0.06888164218
218	0.06881019035
219	0.06874828714
220	0.06869642082
221	0.06861243645
222	0.06857330419
223	0.06846258836
224	0.06843232267
225	0.06832155258
226	0.06828320312
227	0.06824789962
228	0.06821265811
229	0.06815673828
230	0.06811049107
231	0.06807711744
232	0.0680281808
233	0.0680031157
234	0.06797136967
235	0.06786862134
236	0.06784059555
237	0.06778262184
238	0.0677476051
239	0.06771053447
240	0.06764388021
241	0.06761222718
242	0.06755188182
243	0.06752176339
244	0.06749800812
245	0.06747097439
246	0.06744814143
247	0.06742861793
248	0.0673234437
249	0.06729413132
250	0.06727642144
251	0.06723984685
252	0.06721499876
253	0.06719085596
254	0.0671726423
255	0.06712956504
256	0.06710127573
257	0.06707938833
258	0.06705911303
259	0.06696374318
260	0.06692019314
261	0.06690132844
262	0.066878976
263	0.06684268043
264	0.06682151383
265	0.06680068824
266	0.06677511161
267	0.06673584759
268	0.06671966456
269	0.06670014881
270	0.0666850896
271	0.06662912326
272	0.06661084759
273	0.06658213201
274	0.06652373202
275	0.06649700056
276	0.06644821119
277	0.06639804998
278	0.06636275422
279	0.0663445638
280	0.06632019624
281	0.06630123078
282	0.06625414652
283	0.06624379185
284	0.06622355531
285	0.06621062748
286	0.06616734871
287	0.06614974733
288	0.06613303726
289	0.0660999814
290	0.06608452691
291	0.06607457527
292	0.06605426897
293	0.06597117591
294	0.06593616691
295	0.06591134208
296	0.06588685051
297	0.06584468006
298	0.0658234437
299	0.06578339689
300	0.06575900608
301	0.06572150918
302	0.0657077753
303	0.06569417318
304	0.06564132254
305	0.06561743552
306	0.06560127573
307	0.0655640966
308	0.0655555013
309	0.06554420883
310	0.06553382316
311	0.06552091859
312	0.06548707992
313	0.06546512277
314	0.06544826544
315	0.06543674045
316	0.06540828063
317	0.06538063461
318	0.06536804005
319	0.06535563151
320	0.06534331597
321	0.06529089162
